Jose;Martinez;01-Oct-2023;cliente;jose_martinez@gmail.com;1234;false
Luis;Garcia;26-Jun-2023;administracion;luis_garcia@hotmail.com;1234;false
Manuel;Rodriguez;07-Mar-2023;cliente;manuel_rodriguez@yahoo.com;1234;false
Carlos;Rodriguez;31-Oct-2023;cliente;carlos_rodriguez@gmail.com;1234;false
Antonio;Perez;09-Feb-2023;administracion;antonio_perez@outlook.com;1234;false
Maria;Hernandez;17-Feb-2023;administracion;maria_hernandez@gmail.com;1234;false
Maria;Jimenez;14-Jul-2023;administracion;maria_jimenez@outlook.com;1234;false
Daniel;Hernandez;01-Mar-2023;administracion;daniel_hernandez@yahoo.com;1234;false
Juan;Alonso;19-Mar-2023;cliente;juan_alonso@yahoo.com;1234;false
Luis;Hernandez;01-May-2023;administracion;luis_hernandez@outlook.com;1234;false
Manuel;Alonso;06-Jul-2023;administracion;manuel_alonso@hotmail.com;1234;false
Pedro;Hernandez;18-Mar-2023;administracion;pedro_hernandez@yahoo.com;1234;false
Manuel;Gonzalez;26-May-2023;administracion;manuel_gonzalez@gmail.com;1234;false
Ana;Alonso;03-Jul-2023;cliente;ana_alonso@gmail.com;1234;false
Antonio;Gonzalez;23-Mar-2023;cliente;antonio_gonzalez@hotmail.com;1234;false
Pedro;Perez;23-Jul-2023;cliente;pedro_perez@yahoo.com;1234;false
Antonio;Alonso;13-Feb-2023;administracion;antonio_alonso@hotmail.com;1234;false
Juan;Alonso;16-Jun-2023;cliente;juan_alonso@outlook.com;1234;false
Maria;Sanchez;15-Nov-2023;cliente;maria_sanchez@hotmail.com;1234;false
Ana;Sanchez;16-Feb-2023;cliente;ana_sanchez@yahoo.com;1234;false
Pedro;Jimenez;15-Jun-2023;administracion;pedro_jimenez@yahoo.com;1234;false
Carlos;Alonso;11-Oct-2023;cliente;carlos_alonso@hotmail.com;1234;false
Carlos;Martinez;26-Feb-2023;administracion;carlos_martinez@gmail.com;1234;false
Ana;Perez;11-Oct-2023;administracion;ana_perez@gmail.com;1234;false
Carlos;Alonso;20-May-2023;administracion;carlos_alonso@hotmail.com;1234;false
Antonio;Gonzalez;24-Mar-2023;administracion;antonio_gonzalez@outlook.com;1234;false
Pedro;Perez;08-Oct-2023;cliente;pedro_perez@yahoo.com;1234;false
Jose;Alonso;24-Mar-2023;administracion;jose_alonso@gmail.com;1234;false
Manuel;Gonzalez;12-Feb-2023;cliente;manuel_gonzalez@outlook.com;1234;false
Manuel;Gonzalez;03-Feb-2023;administracion;manuel_gonzalez@outlook.com;1234;false
Juan;Sanchez;20-Jul-2023;administracion;juan_sanchez@hotmail.com;1234;false
Jose;Sanchez;16-May-2023;administracion;jose_sanchez@outlook.com;1234;false
Ana;Perez;18-Feb-2023;cliente;ana_perez@gmail.com;1234;false
Ana;Perez;25-Nov-2023;administracion;ana_perez@outlook.com;1234;false
Pedro;Perez;15-Oct-2023;cliente;pedro_perez@outlook.com;1234;false
Carlos;Martinez;18-Jul-2023;administracion;carlos_martinez@yahoo.com;1234;false
Jose;Hernandez;21-Jul-2023;cliente;jose_hernandez@gmail.com;1234;false
Ana;Garcia;02-May-2023;cliente;ana_garcia@outlook.com;1234;false
Carlos;Gonzalez;01-Jun-2023;administracion;carlos_gonzalez@gmail.com;1234;false
Luis;Martinez;31-Oct-2023;cliente;luis_martinez@hotmail.com;1234;false
Antonio;Perez;15-Jun-2023;administracion;antonio_perez@yahoo.com;1234;false
Jose;Sanchez;25-May-2023;cliente;jose_sanchez@gmail.com;1234;false
Daniel;Rodriguez;06-Oct-2023;cliente;daniel_rodriguez@outlook.com;1234;false
Daniel;Perez;01-Mar-2023;administracion;daniel_perez@gmail.com;1234;false
Maria;Garcia;03-Nov-2023;cliente;maria_garcia@hotmail.com;1234;false
Maria;Martinez;11-Jul-2023;administracion;maria_martinez@yahoo.com;1234;false
Manuel;Rodriguez;18-Jun-2023;cliente;manuel_rodriguez@yahoo.com;1234;false
Ana;Garcia;16-Oct-2023;cliente;ana_garcia@gmail.com;1234;false
Ana;Martinez;12-Oct-2023;cliente;ana_martinez@hotmail.com;1234;false
Pedro;Martinez;13-May-2023;administracion;pedro_martinez@outlook.com;1234;false
Maria;Alonso;07-Mar-2023;cliente;maria_alonso@gmail.com;1234;false
Pedro;Perez;16-Nov-2023;cliente;pedro_perez@yahoo.com;1234;false
Carlos;Alonso;30-Mar-2023;cliente;carlos_alonso@gmail.com;1234;false
Jose;Garcia;19-Jul-2023;administracion;jose_garcia@outlook.com;1234;false
Pedro;Martinez;04-May-2023;administracion;pedro_martinez@yahoo.com;1234;false
Pedro;Perez;03-May-2023;administracion;pedro_perez@outlook.com;1234;false
Carlos;Sanchez;10-Jun-2023;cliente;carlos_sanchez@hotmail.com;1234;false
Jose;Gonzalez;29-Jun-2023;administracion;jose_gonzalez@outlook.com;1234;false
Daniel;Alonso;03-May-2023;administracion;daniel_alonso@hotmail.com;1234;false
Carlos;Garcia;21-Mar-2023;administracion;carlos_garcia@yahoo.com;1234;false
Pedro;Gonzalez;11-Feb-2023;administracion;pedro_gonzalez@gmail.com;1234;false
Juan;Gonzalez;21-Jun-2023;administracion;juan_gonzalez@hotmail.com;1234;false
Ana;Garcia;10-Nov-2023;cliente;ana_garcia@outlook.com;1234;false
Maria;Gonzalez;04-Jul-2023;cliente;maria_gonzalez@outlook.com;1234;false
Ana;Rodriguez;14-Nov-2023;administracion;ana_rodriguez@yahoo.com;1234;false
Maria;Rodriguez;14-Jun-2023;administracion;maria_rodriguez@gmail.com;1234;false
Carlos;Gonzalez;08-Nov-2023;cliente;carlos_gonzalez@hotmail.com;1234;false
Manuel;Sanchez;25-May-2023;administracion;manuel_sanchez@yahoo.com;1234;false
Antonio;Perez;18-May-2023;administracion;antonio_perez@yahoo.com;1234;false
Luis;Gonzalez;26-Feb-2023;cliente;luis_gonzalez@gmail.com;1234;false
Jose;Sanchez;09-Oct-2023;cliente;jose_sanchez@outlook.com;1234;false
Luis;Alonso;01-Feb-2023;administracion;luis_alonso@yahoo.com;1234;false
Luis;Martinez;20-Jul-2023;administracion;luis_martinez@hotmail.com;1234;false
Juan;Perez;05-Nov-2023;cliente;juan_perez@gmail.com;1234;false
Antonio;Jimenez;19-May-2023;administracion;antonio_jimenez@gmail.com;1234;false
Manuel;Hernandez;23-Jun-2023;cliente;manuel_hernandez@outlook.com;1234;false
Manuel;Perez;16-Mar-2023;cliente;manuel_perez@outlook.com;1234;false
Daniel;Perez;30-Jul-2023;cliente;daniel_perez@yahoo.com;1234;false
Ana;Alonso;25-May-2023;cliente;ana_alonso@hotmail.com;1234;false
Luis;Martinez;11-Oct-2023;cliente;luis_martinez@yahoo.com;1234;false
Carlos;Jimenez;24-Feb-2023;administracion;carlos_jimenez@yahoo.com;1234;false
Pedro;Garcia;10-Mar-2023;cliente;pedro_garcia@hotmail.com;1234;false
Juan;Perez;13-Jun-2023;cliente;juan_perez@gmail.com;1234;false
Ana;Gonzalez;23-Feb-2023;cliente;ana_gonzalez@gmail.com;1234;false
Ana;Perez;02-Feb-2023;administracion;ana_perez@yahoo.com;1234;false
Pedro;Martinez;11-Feb-2023;cliente;pedro_martinez@outlook.com;1234;false
Ana;Gonzalez;23-Nov-2023;cliente;ana_gonzalez@outlook.com;1234;false
Ana;Sanchez;14-Mar-2023;administracion;ana_sanchez@yahoo.com;1234;false
Manuel;Hernandez;23-May-2023;administracion;manuel_hernandez@gmail.com;1234;false
Jose;Hernandez;18-Nov-2023;administracion;jose_hernandez@outlook.com;1234;false
Antonio;Rodriguez;01-Jul-2023;administracion;antonio_rodriguez@yahoo.com;1234;false
Jose;Martinez;25-May-2023;administracion;jose_martinez@hotmail.com;1234;false
Luis;Jimenez;14-Jul-2023;administracion;luis_jimenez@yahoo.com;1234;false
Carlos;Rodriguez;15-Jul-2023;administracion;carlos_rodriguez@yahoo.com;1234;false
Ana;Garcia;04-Nov-2023;cliente;ana_garcia@yahoo.com;1234;false
Manuel;Hernandez;27-Feb-2023;administracion;manuel_hernandez@yahoo.com;1234;false
Pedro;Perez;19-Jul-2023;administracion;pedro_perez@gmail.com;1234;false
Daniel;Rodriguez;13-Nov-2023;cliente;daniel_rodriguez@yahoo.com;1234;false
Jose;Rodriguez;23-May-2023;administracion;jose_rodriguez@yahoo.com;1234;false
Ana;Hernandez;18-Mar-2023;cliente;ana_hernandez@outlook.com;1234;false
Ana;Hernandez;19-Jul-2023;administracion;ana_hernandez@outlook.com;1234;false
Pedro;Jimenez;05-Feb-2023;administracion;pedro_jimenez@hotmail.com;1234;false
Pedro;Gonzalez;07-Feb-2023;cliente;pedro_gonzalez@gmail.com;1234;false
Antonio;Gonzalez;12-Oct-2023;administracion;antonio_gonzalez@yahoo.com;1234;false
Daniel;Rodriguez;22-Jul-2023;cliente;daniel_rodriguez@yahoo.com;1234;false
Manuel;Perez;23-Oct-2023;cliente;manuel_perez@yahoo.com;1234;false
Juan;Perez;21-Oct-2023;administracion;juan_perez@outlook.com;1234;false
Ana;Sanchez;16-Jun-2023;administracion;ana_sanchez@yahoo.com;1234;false
Pedro;Garcia;15-Feb-2023;administracion;pedro_garcia@gmail.com;1234;false
Maria;Rodriguez;17-Jul-2023;administracion;maria_rodriguez@hotmail.com;1234;false
Pedro;Perez;19-Oct-2023;administracion;pedro_perez@outlook.com;1234;false
Carlos;Hernandez;26-Nov-2023;administracion;carlos_hernandez@yahoo.com;1234;false
Jose;Jimenez;06-Feb-2023;cliente;jose_jimenez@gmail.com;1234;false
Antonio;Gonzalez;11-Mar-2023;cliente;antonio_gonzalez@hotmail.com;1234;false
Manuel;Perez;02-Mar-2023;cliente;manuel_perez@hotmail.com;1234;false
Ana;Alonso;18-Nov-2023;cliente;ana_alonso@hotmail.com;1234;false
Juan;Jimenez;28-Jul-2023;cliente;juan_jimenez@gmail.com;1234;false
Manuel;Alonso;10-May-2023;administracion;manuel_alonso@gmail.com;1234;false
Manuel;Martinez;22-May-2023;administracion;manuel_martinez@hotmail.com;1234;false
Maria;Gonzalez;11-Feb-2023;administracion;maria_gonzalez@outlook.com;1234;false
Manuel;Sanchez;11-Feb-2023;cliente;manuel_sanchez@hotmail.com;1234;false
Jose;Gonzalez;23-Jul-2023;administracion;jose_gonzalez@gmail.com;1234;false
Pedro;Martinez;23-Mar-2023;cliente;pedro_martinez@yahoo.com;1234;false
Pedro;Perez;18-Feb-2023;administracion;pedro_perez@gmail.com;1234;false
Antonio;Jimenez;20-May-2023;cliente;antonio_jimenez@hotmail.com;1234;false
Maria;Garcia;07-Jul-2023;administracion;maria_garcia@gmail.com;1234;false
Manuel;Gonzalez;05-Oct-2023;administracion;manuel_gonzalez@hotmail.com;1234;false
Luis;Hernandez;28-Jun-2023;cliente;luis_hernandez@hotmail.com;1234;false
Pedro;Alonso;20-Jun-2023;cliente;pedro_alonso@outlook.com;1234;false
Ana;Garcia;08-Oct-2023;cliente;ana_garcia@yahoo.com;1234;false
Pedro;Hernandez;22-Mar-2023;administracion;pedro_hernandez@hotmail.com;1234;false
Carlos;Garcia;21-Mar-2023;administracion;carlos_garcia@gmail.com;1234;false
Antonio;Perez;27-Nov-2023;administracion;antonio_perez@outlook.com;1234;false
Ana;Alonso;18-Mar-2023;cliente;ana_alonso@gmail.com;1234;false
Carlos;Hernandez;10-Oct-2023;cliente;carlos_hernandez@gmail.com;1234;false
Jose;Rodriguez;15-Oct-2023;administracion;jose_rodriguez@yahoo.com;1234;false
Jose;Gonzalez;31-Mar-2023;administracion;jose_gonzalez@hotmail.com;1234;false
Juan;Alonso;24-May-2023;cliente;juan_alonso@hotmail.com;1234;false
Manuel;Perez;01-Jul-2023;administracion;manuel_perez@yahoo.com;1234;false
Maria;Alonso;06-Nov-2023;administracion;maria_alonso@hotmail.com;1234;false
Pedro;Jimenez;01-Jun-2023;cliente;pedro_jimenez@gmail.com;1234;false
Jose;Perez;05-Oct-2023;cliente;jose_perez@yahoo.com;1234;false
Juan;Martinez;29-Jun-2023;cliente;juan_martinez@yahoo.com;1234;false
Maria;Martinez;06-Feb-2023;cliente;maria_martinez@yahoo.com;1234;false
Luis;Perez;08-Nov-2023;cliente;luis_perez@outlook.com;1234;false
Daniel;Rodriguez;23-May-2023;cliente;daniel_rodriguez@hotmail.com;1234;false
Antonio;Garcia;01-May-2023;cliente;antonio_garcia@outlook.com;1234;false
Jose;Sanchez;28-Mar-2023;cliente;jose_sanchez@gmail.com;1234;false
Ana;Gonzalez;22-May-2023;cliente;ana_gonzalez@outlook.com;1234;false
Antonio;Gonzalez;04-Oct-2023;administracion;antonio_gonzalez@hotmail.com;1234;false
Juan;Garcia;01-Nov-2023;administracion;juan_garcia@yahoo.com;1234;false
Antonio;Martinez;01-Oct-2023;administracion;antonio_martinez@gmail.com;1234;false
Daniel;Gonzalez;27-Nov-2023;cliente;daniel_gonzalez@hotmail.com;1234;false
Luis;Jimenez;25-Oct-2023;administracion;luis_jimenez@yahoo.com;1234;false
Antonio;Hernandez;21-Jun-2023;administracion;antonio_hernandez@outlook.com;1234;false
Manuel;Gonzalez;17-Mar-2023;cliente;manuel_gonzalez@gmail.com;1234;false
Pedro;Sanchez;19-Mar-2023;cliente;pedro_sanchez@gmail.com;1234;false
Juan;Martinez;15-Jul-2023;cliente;juan_martinez@yahoo.com;1234;false
Manuel;Perez;20-Jun-2023;administracion;manuel_perez@hotmail.com;1234;false
Manuel;Martinez;23-May-2023;administracion;manuel_martinez@hotmail.com;1234;false
Maria;Garcia;22-Feb-2023;cliente;maria_garcia@yahoo.com;1234;false
Daniel;Rodriguez;17-Mar-2023;cliente;daniel_rodriguez@outlook.com;1234;false
Manuel;Perez;07-Mar-2023;administracion;manuel_perez@outlook.com;1234;false
Luis;Perez;19-Nov-2023;administracion;luis_perez@yahoo.com;1234;false
Pedro;Martinez;15-May-2023;cliente;pedro_martinez@gmail.com;1234;false
Manuel;Perez;12-Jun-2023;administracion;manuel_perez@outlook.com;1234;false
Maria;Hernandez;13-Jun-2023;cliente;maria_hernandez@gmail.com;1234;false
Ana;Sanchez;03-Jun-2023;cliente;ana_sanchez@outlook.com;1234;false
Antonio;Gonzalez;08-Feb-2023;cliente;antonio_gonzalez@hotmail.com;1234;false
Maria;Jimenez;08-Oct-2023;administracion;maria_jimenez@yahoo.com;1234;false
Pedro;Martinez;07-Feb-2023;administracion;pedro_martinez@gmail.com;1234;false
Carlos;Perez;23-Oct-2023;cliente;carlos_perez@outlook.com;1234;false
Luis;Gonzalez;25-Jun-2023;cliente;luis_gonzalez@yahoo.com;1234;false
Jose;Martinez;31-Jul-2023;cliente;jose_martinez@hotmail.com;1234;false
Jose;Garcia;16-Jun-2023;administracion;jose_garcia@hotmail.com;1234;false
Juan;Martinez;08-Jul-2023;cliente;juan_martinez@outlook.com;1234;false
Luis;Perez;12-Jun-2023;cliente;luis_perez@gmail.com;1234;false
Luis;Rodriguez;16-Jun-2023;cliente;luis_rodriguez@hotmail.com;1234;false
Juan;Hernandez;31-Oct-2023;administracion;juan_hernandez@outlook.com;1234;false
Manuel;Jimenez;20-Jun-2023;cliente;manuel_jimenez@outlook.com;1234;false
Daniel;Hernandez;20-Feb-2023;administracion;daniel_hernandez@hotmail.com;1234;false
Maria;Perez;18-May-2023;administracion;maria_perez@yahoo.com;1234;false
Pedro;Hernandez;26-Jul-2023;administracion;pedro_hernandez@yahoo.com;1234;false
Antonio;Rodriguez;28-May-2023;cliente;antonio_rodriguez@outlook.com;1234;false
Pedro;Garcia;04-Mar-2023;cliente;pedro_garcia@outlook.com;1234;false
Luis;Gonzalez;20-Nov-2023;cliente;luis_gonzalez@yahoo.com;1234;false
Maria;Sanchez;19-May-2023;cliente;maria_sanchez@outlook.com;1234;false
Juan;Hernandez;07-Jun-2023;cliente;juan_hernandez@outlook.com;1234;false
Maria;Sanchez;01-Jul-2023;cliente;maria_sanchez@outlook.com;1234;false
Jose;Perez;31-Mar-2023;cliente;jose_perez@outlook.com;1234;false
Juan;Gonzalez;23-Feb-2023;administracion;juan_gonzalez@yahoo.com;1234;false
Carlos;Rodriguez;12-Jun-2023;cliente;carlos_rodriguez@yahoo.com;1234;false
Maria;Garcia;05-Oct-2023;administracion;maria_garcia@gmail.com;1234;false
Ana;Hernandez;17-Jun-2023;cliente;ana_hernandez@yahoo.com;1234;false
Jose;Martinez;22-Oct-2023;cliente;jose_martinez@gmail.com;1234;false
Ana;Jimenez;07-Jun-2023;cliente;ana_jimenez@outlook.com;1234;false
Jose;Garcia;20-May-2023;cliente;jose_garcia@outlook.com;1234;false
Ana;Sanchez;27-Mar-2023;cliente;ana_sanchez@gmail.com;1234;false
Luis;Perez;08-Feb-2023;administracion;luis_perez@outlook.com;1234;false
Daniel;Alonso;05-Feb-2023;cliente;daniel_alonso@hotmail.com;1234;false
Ana;Gonzalez;20-Jul-2023;administracion;ana_gonzalez@hotmail.com;1234;false
Maria;Perez;27-Mar-2023;cliente;maria_perez@yahoo.com;1234;false
Ana;Perez;02-Jul-2023;cliente;ana_perez@outlook.com;1234;false
Maria;Gonzalez;30-Oct-2023;cliente;maria_gonzalez@gmail.com;1234;false
Ana;Perez;08-Jun-2023;cliente;ana_perez@hotmail.com;1234;false
Pedro;Garcia;02-Jul-2023;cliente;pedro_garcia@gmail.com;1234;false
Pedro;Garcia;06-Jul-2023;administracion;pedro_garcia@yahoo.com;1234;false
Jose;Alonso;26-May-2023;cliente;jose_alonso@outlook.com;1234;false
Manuel;Martinez;24-Oct-2023;administracion;manuel_martinez@yahoo.com;1234;false
Maria;Perez;03-Jun-2023;cliente;maria_perez@yahoo.com;1234;false
Ana;Rodriguez;04-Nov-2023;administracion;ana_rodriguez@hotmail.com;1234;false
Juan;Garcia;07-Jul-2023;administracion;juan_garcia@outlook.com;1234;false
Manuel;Rodriguez;14-May-2023;administracion;manuel_rodriguez@hotmail.com;1234;false
Daniel;Jimenez;01-Jul-2023;cliente;daniel_jimenez@gmail.com;1234;false
Jose;Rodriguez;04-Nov-2023;cliente;jose_rodriguez@gmail.com;1234;false
Carlos;Rodriguez;27-Nov-2023;cliente;carlos_rodriguez@gmail.com;1234;false
Antonio;Sanchez;15-Jul-2023;administracion;antonio_sanchez@hotmail.com;1234;false
Manuel;Rodriguez;16-Nov-2023;administracion;manuel_rodriguez@hotmail.com;1234;false
Luis;Perez;26-May-2023;cliente;luis_perez@outlook.com;1234;false
Antonio;Alonso;24-Nov-2023;administracion;antonio_alonso@hotmail.com;1234;false
Ana;Gonzalez;02-Oct-2023;cliente;ana_gonzalez@gmail.com;1234;false
Pedro;Sanchez;06-Jun-2023;cliente;pedro_sanchez@yahoo.com;1234;false
Juan;Hernandez;12-Mar-2023;administracion;juan_hernandez@hotmail.com;1234;false
Antonio;Rodriguez;26-Feb-2023;cliente;antonio_rodriguez@outlook.com;1234;false
Jose;Hernandez;25-Nov-2023;administracion;jose_hernandez@yahoo.com;1234;false
Manuel;Perez;12-Jun-2023;administracion;manuel_perez@outlook.com;1234;false
Pedro;Hernandez;18-Feb-2023;cliente;pedro_hernandez@gmail.com;1234;false
Manuel;Jimenez;12-Mar-2023;administracion;manuel_jimenez@gmail.com;1234;false
Pedro;Martinez;01-Jun-2023;administracion;pedro_martinez@hotmail.com;1234;false
Maria;Garcia;11-Jun-2023;administracion;maria_garcia@yahoo.com;1234;false
Luis;Jimenez;19-Mar-2023;cliente;luis_jimenez@hotmail.com;1234;false
Luis;Perez;12-Jul-2023;administracion;luis_perez@outlook.com;1234;false
Antonio;Jimenez;29-Oct-2023;administracion;antonio_jimenez@yahoo.com;1234;false
Jose;Alonso;01-Mar-2023;cliente;jose_alonso@gmail.com;1234;false
Daniel;Gonzalez;11-Jul-2023;cliente;daniel_gonzalez@hotmail.com;1234;false
Antonio;Alonso;03-Mar-2023;administracion;antonio_alonso@gmail.com;1234;false
Jose;Gonzalez;25-Jul-2023;cliente;jose_gonzalez@hotmail.com;1234;false
Juan;Rodriguez;24-Oct-2023;cliente;juan_rodriguez@gmail.com;1234;false
Luis;Gonzalez;02-Feb-2023;administracion;luis_gonzalez@outlook.com;1234;false
Pedro;Alonso;21-May-2023;administracion;pedro_alonso@outlook.com;1234;false
Juan;Alonso;23-Oct-2023;cliente;juan_alonso@yahoo.com;1234;false
Juan;Gonzalez;30-Jun-2023;administracion;juan_gonzalez@hotmail.com;1234;false
Luis;Martinez;14-May-2023;administracion;luis_martinez@yahoo.com;1234;false
Daniel;Perez;12-May-2023;administracion;daniel_perez@gmail.com;1234;false
Carlos;Rodriguez;07-Jul-2023;cliente;carlos_rodriguez@yahoo.com;1234;false
Juan;Rodriguez;22-Mar-2023;cliente;juan_rodriguez@hotmail.com;1234;false
Carlos;Sanchez;12-Nov-2023;cliente;carlos_sanchez@outlook.com;1234;false
Luis;Sanchez;20-May-2023;cliente;luis_sanchez@hotmail.com;1234;false
Juan;Jimenez;02-Mar-2023;cliente;juan_jimenez@yahoo.com;1234;false
Maria;Perez;05-Mar-2023;administracion;maria_perez@gmail.com;1234;false
Maria;Alonso;22-Mar-2023;cliente;maria_alonso@yahoo.com;1234;false
Ana;Perez;26-Nov-2023;administracion;ana_perez@gmail.com;1234;false
Pedro;Gonzalez;26-May-2023;administracion;pedro_gonzalez@outlook.com;1234;false
Carlos;Perez;26-Oct-2023;administracion;carlos_perez@outlook.com;1234;false
